nomi,yil,janr,reyting,distribyutor,byudjet,ichki_daromad,jahon_daromadi
Nanny McPhee and the Big Bang,2010,Adventure,PG,Universal,35000000.0,29197642.0,97799865.0
Goosebumps 2: Haunted Halloween,2018,Horror,PG,Sony Pictures,35000000.0,28804812.0,39904812.0
Superhero Movie,2008,Comedy,PG-13,MGM,35000000.0,26638520.0,73026302.0
Jersey Girl,2004,Comedy,PG-13,Miramax,35000000.0,25266129.0,37066129.0
Heist,2001,Action,R,New Line,35000000.0,23483357.0,28906817.0
Whiskey Tango Foxtrot,2016,Comedy,R,Paramount Pictures,35000000.0,23083334.0,25350747.0
Ella Enchanted,2004,Comedy,PG,Miramax,35000000.0,22913677.0,22913677.0
Hitman: Agent 47,2015,Action,R,20th Century Fox,35000000.0,22467450.0,81959582.0
The X-Files: I Want to Believe,2008,Action,PG-13,20th Century Fox,35000000.0,20982478.0,68170792.0
Valiant,2005,Adventure,G,Walt Disney,35000000.0,19478106.0,64188387.0
Wonder Boys,2000,Comedy,R,Paramount Pictures,35000000.0,19389454.0,33422485.0
Cursed,2005,Horror,PG-13,Miramax/Dimension,35000000.0,19294901.0,25114901.0
Walk Hard: The Dewey Cox Story,2007,Comedy,R,Sony Pictures,35000000.0,18317151.0,20606053.0
The Four Feathers,2002,Drama,PG-13,Paramount Pictures,35000000.0,18306166.0,29882645.0
Furry Vengeance,2010,Adventure,PG,Summit Entertainment,35000000.0,17630465.0,39340177.0
Bait,2000,Action,R,Warner Bros.,35000000.0,15325127.0,15471969.0
Dungeons and Dragons,2000,Adventure,PG-13,New Line,35000000.0,15185241.0,33771965.0
Lions for Lambs,2007,Drama,R,United Artists,35000000.0,14998070.0,63211088.0
The Tree of Life,2011,Drama,PG-13,Fox Searchlight,35000000.0,13305665.0,61721826.0
Zoom,2006,Adventure,PG,Sony Pictures,35000000.0,11989328.0,12506188.0
The Shipping News,2001,Drama,R,Miramax,35000000.0,11405825.0,24405825.0
The Young Victoria,2009,Drama,PG,Apparition,35000000.0,11001272.0,31878891.0
Sabotage,2014,Action,R,Open Road,35000000.0,10508518.0,18376443.0
Unfinished Business,2015,Comedy,R,20th Century Fox,35000000.0,10219501.0,12819501.0
The Walk,2015,Drama,PG,Sony Pictures,35000000.0,10161183.0,61197045.0
The Fountain,2006,Drama,PG-13,Warner Bros.,35000000.0,10144010.0,15461638.0
Mandela: Long Walk to Freedom,2013,Drama,PG-13,Weinstein Co.,35000000.0,8323085.0,29890402.0
Punisher: War Zone,2008,Action,R,Lionsgate,35000000.0,8050977.0,10157534.0
A Good Year,2006,Drama,PG-13,20th Century Fox,35000000.0,7459300.0,42064105.0
The Brothers Grimsby,2016,Comedy,R,Sony Pictures,35000000.0,6864016.0,28721408.0
Luther,2003,Drama,PG-13,RS Entertainment,35000000.0,5781086.0,32736879.0
Biutiful,2011,Drama,R,Roadside Attractions,35000000.0,5101237.0,24687524.0
A Hologram for the King,2016,Drama,R,Roadside Attractions,35000000.0,4212494.0,11848058.0
Stolen,2012,Action,R,Alchemy,35000000.0,289773.0,17967746.0
The Lovers,2015,Adventure,PG-13,IFC Films,35000000.0,0.0,11106.0
The Darkest Hour,2011,Action,PG-13,Summit Entertainment,34800000.0,21443494.0,62831715.0
The Longest Ride,2015,Drama,PG-13,20th Century Fox,34000000.0,37446117.0,63802928.0
Gake no ue no Ponyo,2009,Adventure,G,Walt Disney,34000000.0,15090399.0,205312666.0
I Dreamed of Africa,2000,Drama,PG-13,Sony Pictures,34000000.0,6543194.0,14291999.0
Big Momma's House,2000,Comedy,PG-13,20th Century Fox,33000000.0,117559438.0,173559438.0
Exit Wounds,2001,Action,R,Warner Bros.,33000000.0,51758599.0,79958599.0
Mike and Dave Need Wedding Dates,2016,Comedy,R,20th Century Fox,33000000.0,46009673.0,75909673.0
Step Up Revolution,2012,Drama,PG-13,Lionsgate,33000000.0,35074677.0,165552290.0
The Punisher,2004,Action,R,Lionsgate,33000000.0,33664370.0,54533774.0
Safe,2012,Action,R,Lionsgate,33000000.0,17142080.0,41495213.0
Doomsday,2008,Action,R,Universal,33000000.0,11008770.0,21621188.0
Goal! The Dream Begins,2006,Drama,PG,Walt Disney,33000000.0,4283255.0,27610873.0
Bridesmaids,2011,Comedy,R,Universal,32500000.0,169211718.0,289632023.0
The Reader,2008,Drama,R,Weinstein Co.,32500000.0,34194407.0,112964875.0
Wanderlust,2012,Comedy,R,Universal,32500000.0,17288155.0,24159934.0
Elf,2003,Adventure,PG,New Line,32000000.0,173398518.0,220236410.0
This is the End,2013,Comedy,R,Sony Pictures,32000000.0,101470202.0,126539117.0
Snow Dogs,2002,Adventure,PG,Walt Disney,32000000.0,81150692.0,116898028.0
Nacho Libre,2006,Comedy,PG,Paramount Pictures,32000000.0,80197993.0,99296462.0
Takers,2010,Drama,PG-13,Sony Pictures,32000000.0,57744720.0,70587268.0
Men of Honor,2000,Drama,R,20th Century Fox,32000000.0,48814909.0,82339483.0
I Feel Pretty,2018,Comedy,PG-13,STX Entertainment,32000000.0,48795601.0,91569698.0
The Transporter 2,2005,Action,PG-13,20th Century Fox,32000000.0,43095856.0,88978458.0
"Big Mommas: Like Father, Like Son",2011,Comedy,PG-13,20th Century Fox,32000000.0,37915414.0,82332450.0
Dreamer: Inspired by a True Story,2005,Drama,PG,Dreamworks SKG,32000000.0,33022286.0,39498360.0
A History of Violence,2005,Drama,R,New Line,32000000.0,31493782.0,61477797.0
The Incredible Burt Wonderstone,2013,Comedy,PG-13,Warner Bros.,32000000.0,22537881.0,27392609.0
Repo Men,2010,Action,R,Universal,32000000.0,13942007.0,18195238.0
Dragon Wars: D-War,2007,Action,PG-13,Freestyle Releasing,32000000.0,10977721.0,79915361.0
The Good German,2006,Drama,R,Warner Bros.,32000000.0,1308696.0,6678033.0
Criminal,2016,Action,R,Lionsgate,31500000.0,14708696.0,38771262.0
Flight,2012,Drama,R,Paramount Pictures,31000000.0,93772375.0,160558438.0
The Grand Budapest Hotel,2014,Comedy,R,Fox Searchlight,31000000.0,59076019.0,164180547.0
Vacation,2015,Comedy,R,Warner Bros.,31000000.0,58884188.0,101627989.0
Frequency,2000,Drama,PG-13,New Line,31000000.0,44983704.0,68079671.0
Hearts in Atlantis,2001,Drama,PG-13,Warner Bros.,31000000.0,24185781.0,30885781.0
Extraordinary Measures,2010,Drama,PG,CBS Films,31000000.0,12482741.0,15826984.0
Birth of the Dragon,2017,Action,PG-13,BH Tilt,31000000.0,6901965.0,7220514.0
American Pie 2,2001,Comedy,R,Universal,30000000.0,145096820.0,286500000.0
The Vow,2012,Drama,PG-13,Sony Pictures,30000000.0,125014030.0,197618160.0
Lee Daniels' The Butler,2013,Drama,PG-13,Weinstein Co.,30000000.0,116632095.0,177025498.0
Remember the Titans,2000,Drama,PG,Walt Disney,30000000.0,115654751.0,136706683.0
Dodgeball: A True Underdog Story,2004,Comedy,PG-13,20th Century Fox,30000000.0,114326736.0,167791704.0
The Princess Diaries,2001,Comedy,G,Walt Disney,30000000.0,108244774.0,165334774.0
Million Dollar Baby,2004,Drama,PG-13,Warner Bros.,30000000.0,100492203.0,231928227.0
Mystic River,2003,Drama,R,Warner Bros.,30000000.0,90135191.0,156822020.0
Sisters,2015,Comedy,R,Universal,30000000.0,87044645.0,106030660.0
SpongeBob SquarePants: The Movie,2004,Adventure,PG,Paramount Pictures,30000000.0,85416609.0,142051255.0
Up in the Air,2009,Drama,R,Paramount Pictures,30000000.0,83823381.0,166842739.0
The Notebook,2004,Drama,PG-13,New Line,30000000.0,81001787.0,116025023.0
Hannah Montana the Movie,2009,Drama,G,Walt Disney,30000000.0,79576189.0,169173206.0
Rugrats in Paris,2000,Adventure,G,Paramount Pictures,30000000.0,76501438.0,103284813.0
The Hitman’s Bodyguard,2017,Action,R,Lionsgate,30000000.0,75468583.0,172779292.0
Four Brothers,2005,Drama,R,Paramount Pictures,30000000.0,74494381.0,92494381.0
Looper,2012,Action,R,Sony Pictures,30000000.0,66486205.0,170466405.0
About Schmidt,2002,Drama,R,New Line,30000000.0,65005217.0,107054484.0
The Nut Job,2014,Adventure,PG,Open Road,30000000.0,64251538.0,122529966.0
Down to Earth,2001,Comedy,PG-13,Paramount Pictures,30000000.0,64172251.0,71172251.0
Forgetting Sarah Marshall,2008,Comedy,R,Universal,30000000.0,63172463.0,105173042.0
Friday Night Lights,2004,Drama,PG-13,Universal,30000000.0,61255921.0,61950770.0
Baby Mama,2008,Comedy,PG-13,Universal,30000000.0,60494212.0,64170447.0
Bride Wars,2009,Comedy,PG,20th Century Fox,30000000.0,58715510.0,115150424.0
Without a Paddle,2004,Comedy,PG-13,Paramount Pictures,30000000.0,58156435.0,65121280.0
Darkest Hour,2017,Drama,PG-13,Focus Features,30000000.0,56443120.0,150355828.0
Corpse Bride,2005,Adventure,PG,Warner Bros.,30000000.0,53359111.0,114770654.0
Letters to Juliet,2010,Drama,PG,Summit Entertainment,30000000.0,53032453.0,82148538.0
Blow,2001,Drama,R,New Line,30000000.0,52990775.0,83282296.0
Life of the Party,2018,Comedy,PG-13,Warner Bros.,30000000.0,52856061.0,65556061.0
Southpaw,2015,Drama,R,Weinstein Co.,30000000.0,52421953.0,94207861.0
Like Mike,2002,Adventure,PG,20th Century Fox,30000000.0,51432423.0,62432423.0
Atonement,2007,Drama,R,Focus Features,30000000.0,50980159.0,129779728.0
Racing Stripes,2005,Adventure,PG,Warner Bros.,30000000.0,49772522.0,89955540.0
Den of Thieves,2018,Action,R,STX Entertainment,30000000.0,44947622.0,79424321.0
The Three Stooges,2012,Adventure,PG,20th Century Fox,30000000.0,44338224.0,54052249.0
Pokemon 2000,2000,Adventure,G,Warner Bros.,30000000.0,43746923.0,133946923.0
John Wick,2014,Action,R,Lionsgate,30000000.0,43037835.0,76235001.0
Glory Road,2006,Drama,PG,Walt Disney,30000000.0,42647449.0,42799060.0
The Age of Adaline,2015,Drama,PG-13,Lionsgate,30000000.0,42629776.0,69057415.0
Step Up 3D,2010,Drama,PG-13,Walt Disney,30000000.0,42400223.0,165889117.0
Drag Me To Hell,2009,Horror,PG-13,Universal,30000000.0,42100625.0,91388487.0
Secondhand Lions,2003,Drama,PG,New Line,30000000.0,42070939.0,47902566.0
Stranger Than Fiction,2006,Comedy,PG-13,Sony Pictures,30000000.0,40435190.0,53572822.0
Hanna,2011,Drama,PG-13,Focus Features,30000000.0,40259119.0,65343694.0
Blue Crush,2002,Drama,PG-13,Universal,30000000.0,40118420.0,51618420.0
30 Days of Night,2007,Horror,R,Sony Pictures,30000000.0,39568996.0,80276156.0
Gridiron Gang,2006,Drama,PG-13,Sony Pictures,30000000.0,38432823.0,41457834.0
Meet the Spartans,2008,Comedy,PG-13,20th Century Fox,30000000.0,38233676.0,84646831.0
The 15:17 to Paris,2018,Drama,PG-13,Warner Bros.,30000000.0,36250957.0,56070897.0
Take the Lead,2006,Drama,PG-13,New Line,30000000.0,34742066.0,65390493.0
Love and Other Drugs,2010,Drama,R,20th Century Fox,30000000.0,32367005.0,102716321.0
Entourage,2015,Comedy,R,Warner Bros.,30000000.0,32363404.0,46362449.0
What's the Worst That Could Happen?,2001,Comedy,PG-13,MGM,30000000.0,32267774.0,38462071.0
Deliver Us from Evil,2014,Horror,R,Sony Pictures,30000000.0,30577122.0,87956618.0
Get on Up,2014,Drama,PG-13,Universal,30000000.0,30569935.0,33339868.0
Winnie the Pooh,2011,Adventure,G,Walt Disney,30000000.0,26692846.0,50145607.0
White Boy Rick,2018,Drama,R,Sony Pictures,30000000.0,23851700.0,23851700.0
Sanctum,2011,Adventure,R,Universal,30000000.0,23209310.0,104283753.0
My Super Ex-Girlfriend,2006,Comedy,PG-13,20th Century Fox,30000000.0,22530295.0,60772856.0
Ballerina,2017,Adventure,PG,Weinstein Co.,30000000.0,21858070.0,96908157.0
Mr. 3000,2004,Comedy,PG-13,Walt Disney,30000000.0,21800302.0,21827296.0
Assault On Precinct 13,2005,Action,R,Focus/Rogue Pictures,30000000.0,20040895.0,36040895.0
Ultraviolet,2006,Action,PG-13,Sony Pictures,30000000.0,18522064.0,30962112.0
North Country,2005,Drama,R,Warner Bros.,30000000.0,18324242.0,23676771.0
Steve Jobs,2015,Drama,R,Universal,30000000.0,17766658.0,35579007.0
Eight Legged Freaks,2002,Comedy,PG-13,Warner Bros.,30000000.0,17266505.0,36722311.0
Splice,2010,Horror,R,Warner Bros.,30000000.0,17010170.0,28542494.0
The Whole Ten Yards,2004,Comedy,PG-13,Warner Bros.,30000000.0,16323969.0,26323969.0
Pride and Glory,2008,Drama,R,Warner Bros.,30000000.0,15740721.0,43440721.0
The Cave,2005,Horror,PG-13,Sony Pictures,30000000.0,15007991.0,27147991.0
Alex & Emma,2003,Drama,PG-13,Warner Bros.,30000000.0,14208384.0,15358583.0
The New World,2005,Adventure,PG-13,New Line,30000000.0,12712093.0,26184400.0
Evening,2007,Drama,PG-13,Focus Features,30000000.0,12406646.0,12885574.0
The Last Stand,2013,Action,R,Lionsgate,30000000.0,12050299.0,48330757.0
Hoodwinked Too: Hood vs. Evil,2011,Adventure,PG,Weinstein Co.,30000000.0,10143779.0,23353111.0
Dragonball Evolution,2009,Adventure,PG,20th Century Fox,30000000.0,9362785.0,58228460.0
An Unfinished Life,2005,Drama,PG-13,Miramax,30000000.0,8535575.0,18535575.0
The Space Between Us,2017,Drama,PG-13,STX Entertainment,30000000.0,7885294.0,16481405.0
The Imaginarium of Doctor Parnassus,2009,Adventure,PG-13,Sony Pictures Classics,30000000.0,7689607.0,64352607.0
Barney's Version,2011,Drama,R,Sony Pictures Classics,30000000.0,7502560.0,8845575.0
The Merchant of Venice,2004,Drama,R,Sony Pictures Classics,30000000.0,3765585.0,18765585.0
The Good Thief,2003,Drama,R,Fox Searchlight,30000000.0,3517797.0,6460758.0
Supercross,2005,Action,PG-13,20th Century Fox,30000000.0,3102550.0,3252550.0
Miss Potter,2006,Drama,PG,MGM,30000000.0,3005605.0,35891257.0
Wu ji,2006,Action,PG-13,Warner Independent,30000000.0,669625.0,35869934.0
Machine Gun Preacher,2011,Drama,R,Relativity,30000000.0,538690.0,3721988.0
Bilal: A New Breed of Hero,2018,Adventure,PG-13,Vertical Entertainment,30000000.0,490973.0,648599.0
DOA: Dead or Alive,2007,Action,PG-13,Weinstein/Dimension,30000000.0,480314.0,7755686.0
Xinhai geming,2011,Drama,R,Variance Films,30000000.0,135739.0,8593154.0
Wild Card,2015,Action,R,Lionsgate,30000000.0,3200.0,3989464.0
Goodbye Bafana,2007,Drama,,Paramount Vantage,30000000.0,0.0,2717302.0
Collide,2017,Action,PG-13,Open Road,29200000.0,2280004.0,5466631.0
Pitch Perfect 2,2015,Comedy,PG-13,Universal,29000000.0,184296230.0,287641616.0
Walk the Line,2005,Drama,PG-13,20th Century Fox,29000000.0,119519402.0,187707495.0
Night School,2018,Comedy,PG-13,Universal,29000000.0,66906825.0,84406825.0
The Boss,2016,Comedy,R,Universal,29000000.0,63077560.0,78652395.0
Once Upon a Time in Mexico,2003,Action,R,Sony Pictures,29000000.0,56330657.0,97413527.0
Logan Lucky,2017,Comedy,PG-13,Bleecker Street,29000000.0,27778642.0,43886147.0
Florence Foster Jenkins,2016,Drama,PG-13,Paramount Pictures,29000000.0,27383770.0,56017691.0
Frost/Nixon,2008,Drama,R,Universal,29000000.0,18622031.0,28452945.0
Seed of Chucky,2004,Horror,R,Focus/Rogue Pictures,29000000.0,17016190.0,24716190.0
Confessions of a Dangerous Mind,2002,Drama,R,Miramax,29000000.0,16007718.0,33013805.0
Taking Woodstock,2009,Drama,R,Focus Features,29000000.0,7460204.0,10066366.0
Straight Outta Compton,2015,Drama,R,Universal,28000000.0,161197785.0,202182981.0
Girls Trip,2017,Comedy,R,Universal,28000000.0,115108515.0,140886353.0
A Bad Moms Christmas,2017,Comedy,R,STX Entertainment,28000000.0,72110659.0,127710659.0
Safe Haven,2013,Drama,PG-13,Relativity,28000000.0,71399120.0,94050951.0
The Big Short,2015,Drama,R,Paramount Pictures,28000000.0,70259870.0,133162752.0
Role Models,2008,Comedy,R,Universal,28000000.0,67300955.0,94500826.0
Miracle,2004,Drama,PG,Walt Disney,28000000.0,64378093.0,64474705.0
Last Vegas,2013,Comedy,PG-13,CBS Films,28000000.0,63914167.0,112914167.0
Tag,2018,Comedy,R,Warner Bros.,28000000.0,54547470.0,76844788.0
Zoolander,2001,Comedy,PG-13,Paramount Pictures,28000000.0,45172250.0,60780981.0
Pride & Prejudice,2005,Drama,PG,Focus Features,28000000.0,38372662.0,126549607.0
30 Minutes or Less,2011,Comedy,R,Sony Pictures,28000000.0,37053924.0,40966716.0
Dracula 2000,2000,Horror,R,Miramax,28000000.0,33000377.0,33000377.0
Kick-Ass 2,2013,Action,R,Universal,28000000.0,28795985.0,63129909.0
We Own the Night,2007,Drama,R,Sony Pictures,28000000.0,28563179.0,55307857.0
A Walk Among the Tombstones,2014,Action,R,Universal,28000000.0,26017685.0,62108587.0
The Spy Next Door,2010,Adventure,PG,Lionsgate,28000000.0,24307106.0,46752858.0
Brick Mansions,2014,Action,PG-13,Relativity,28000000.0,20396829.0,73421224.0
John Carpenter's Ghosts of Mars,2001,Action,R,Screen Media Films,28000000.0,8434601.0,8434601.0
Our Brand is Crisis,2015,Drama,R,Warner Bros.,28000000.0,7002261.0,8592432.0
My Sister's Keeper,2009,Drama,PG-13,Warner Bros.,27500000.0,49200230.0,96673002.0
Welcome Home Roscoe Jenkins,2008,Comedy,PG-13,Universal,27500000.0,42436517.0,43607627.0
Notes on a Scandal,2006,Drama,R,Fox Searchlight,27500000.0,17510118.0,50578411.0
Spy Kids: All the Time in the World,2011,Adventure,PG,Weinstein/Dimension,27000000.0,38536376.0,80681183.0
The Duchess,2008,Drama,PG-13,Paramount Vantage,27000000.0,13848978.0,45160110.0
Case 39,2010,Horror,R,Paramount Vantage,27000000.0,13261851.0,28773827.0
The Honeymooners,2005,Comedy,PG-13,Paramount Pictures,27000000.0,12834849.0,13174426.0
Martian Child,2007,Drama,PG,New Line,27000000.0,7500310.0,9352089.0
Formula 51,2002,Action,R,Screen Media Films,27000000.0,5204007.0,5204007.0
What Just Happened,2008,Comedy,R,Magnolia Pictures,27000000.0,1090947.0,2412123.0
Paul Blart: Mall Cop,2009,Adventure,PG,Sony Pictures,26000000.0,146336178.0,185904750.0
The 40 Year-old Virgin,2005,Comedy,R,Universal,26000000.0,109449237.0,177344230.0
Pineapple Express,2008,Comedy,R,Sony Pictures,26000000.0,87341380.0,102404019.0
Pain & Gain,2013,Action,R,Paramount Pictures,26000000.0,49875291.0,81275291.0
Final Destination 2,2003,Horror,R,New Line,26000000.0,46896664.0,90396664.0
"O Brother, Where Art Thou?",2000,Comedy,PG-13,Walt Disney,26000000.0,45506619.0,75763814.0
In Good Company,2004,Comedy,PG-13,Universal,26000000.0,45489752.0,63489752.0
Lawless,2012,Drama,R,Weinstein Co.,26000000.0,37397291.0,54393637.0
Clockstoppers,2002,Adventure,PG,Paramount Pictures,26000000.0,36985501.0,38788828.0
Brothers,2009,Drama,R,Lionsgate,26000000.0,28544157.0,45043870.0
The Best of Me,2014,Drama,PG-13,Relativity,26000000.0,26766213.0,41059418.0
Welcome to Mooseport,2004,Comedy,PG-13,20th Century Fox,26000000.0,14469428.0,14469428.0
The Curse of the Jade Scorpion,2001,Comedy,PG-13,Dreamworks SKG,26000000.0,7496522.0,18496522.0
The Fifth Estate,2013,Drama,R,Walt Disney,26000000.0,3254172.0,6154172.0
Blood Ties,2014,Drama,R,Roadside Attractions,26000000.0,42472.0,2923959.0
Accidental Love,2015,Comedy,PG-13,Alchemy,26000000.0,0.0,135436.0
The Constant Gardener,2005,Drama,R,Focus Features,25500000.0,33579798.0,86301599.0
W.,2008,Drama,PG-13,Lionsgate,25100000.0,25534493.0,28575778.0
The Passion of the Christ,2004,Drama,R,Newmarket Films,25000000.0,370782930.0,622341924.0
The Help,2011,Drama,PG-13,Walt Disney,25000000.0,169705587.0,213120004.0
Hidden Figures,2016,Drama,PG,20th Century Fox,25000000.0,169607287.0,231771716.0
Gran Torino,2008,Drama,R,Warner Bros.,25000000.0,148095302.0,274543085.0
Ride Along,2014,Comedy,PG-13,Universal,25000000.0,134202565.0,153733800.0
Scooby-Doo 2: Monsters Unleashed,2004,Adventure,PG,Warner Bros.,25000000.0,84185387.0,181185387.0
Freddy vs. Jason,2003,Horror,R,New Line,25000000.0,82622655.0,114576403.0
Bridge to Terabithia,2007,Drama,PG,Walt Disney,25000000.0,82234139.0,137984788.0
Jimmy Neutron: Boy Genius,2001,Adventure,G,Paramount Pictures,25000000.0,80936232.0,102992536.0
Cloverfield,2008,Action,PG-13,Paramount Pictures,25000000.0,80048433.0,171302226.0
Dear John,2010,Drama,PG-13,Sony Pictures,25000000.0,80014842.0,142033509.0
Parental Guidance,2012,Adventure,PG,20th Century Fox,25000000.0,77267296.0,120832383.0
No Country for Old Men,2007,Action,R,Miramax,25000000.0,74273505.0,164035753.0
Contraband,2012,Action,R,Universal,25000000.0,66528000.0,98406855.0
A Dog’s Purpose,2017,Drama,PG,Universal,25000000.0,64321890.0,203731707.0
The Lucky One,2012,Drama,PG-13,Warner Bros.,25000000.0,60457138.0,96633833.0
Romeo Must Die,2000,Action,R,Warner Bros.,25000000.0,55973336.0,91036760.0
Final Destination 3,2006,Horror,R,New Line,25000000.0,54098051.0,112798051.0
Madea's Big Happy Family,2011,Drama,PG-13,Lionsgate,25000000.0,53345287.0,54160818.0
Tyler Perry's A Madea Christmas,2013,Comedy,PG-13,Lionsgate,25000000.0,52543354.0,52543354.0
Finding Neverland,2004,Drama,PG,Miramax,25000000.0,51676606.0,115036108.0
The House Bunny,2008,Comedy,PG-13,Sony Pictures,25000000.0,48237389.0,71390601.0
Agent Cody Banks,2003,Adventure,PG,MGM,25000000.0,47545060.0,58240458.0
Nanny McPhee,2006,Adventure,PG,Universal,25000000.0,47279279.0,128745578.0
The Giver,2014,Drama,PG-13,Weinstein Co.,25000000.0,45090374.0,55090374.0
The Night Before,2015,Comedy,R,Sony Pictures,25000000.0,43035725.0,52427346.0
The Hours,2002,Drama,PG-13,Paramount Pictures,25000000.0,41675994.0,97030468.0
There Will Be Blood,2007,Drama,R,Paramount Vantage,25000000.0,40222514.0,77208711.0
